八云紫,,,紫妈,,东方深秘录,深秘录,,,,,,乙女战士,,,,,,妖怪上钩,,,,,,,,,,,开演在即,,,,,,,卫星露天咖啡座,,残碎,剑弹,,外避,八符,大天狗的麦饭,东方桃源宫,桃源宫,岸燐火,翼彩波,仙觉寺鞠子,丛影奥菲拉,,,碗哥,飞仓,五四组,玄武涧,,山彦,,水精公主,,,奇门遁甲,奇门,,龙流星,,毒蛾的黑暗演舞,毒蛾,双重人类之笼,大穴牟迟大人的药,,,客星,太阳仪,,三步必杀,,,空前绝后巨眼焚身,,巨冰破碎,幽灵船长期停泊,彗星激流,,通灵芳香,,愤怒的大云块,,双重乐谱,五线谱,樱吹雪花小町,,两门的彭祖,,,闪光与条纹,释迦牟尼的五行山,笹符,在你背后,,月食噩梦,,,方形造形术,御柱掩体炸弹,,弹幕的庇护所,,空空寂寂之风,蒙蒙酒鬼,,汇作巨岩的碎石,,闪亮之星
伊吹萃香,伊吹,萃香,,,东方绀珠传,绀珠传,,,,,,神秘的人偶,,,,,,黑市无处不在,,,,,,,,,,,行云流水,,,,,,,大空魔术,,雷碎,刀弹,,上避,九符,天蓝色的勾玉,东方白尘记,白尘记,北条云雨,梅美,轩端目目,勘解由小路瑞浦,,,混响男孩,魔人经卷,秋姐妹,妖怪之山,,辘轳首,,湖葬,,,少女文乐,,,杀人玩偶,,祸延疾冲,,神秘之歌,梦幻世界,,客星辉煌之夜,,唯一的北极星,回忆,,,倾覆,,,冰柱散落,带电入道,星尘阵雨,,,道胎动,夏之幻想太郎,,诸行无常的琴声,,穿墙虫洞,,佛罚的秋台风,,星与条纹,,韦驮天的怪云拳,舞符,背后节,背后之祭,铜墙铁壁的阴阳玉,方形,,,船上水神风暴,,狐之绞盘,,地狱釜底之底,疏音蒙蒙酒鬼,死符,恒久之冬,,铭刻于红魂
莉格露·奈特巴格,,,,,东方凭依华,凭依华,,,,,,酒鬼的雷姆利亚,,,,,,拿起弹幕吧弹幕狂们,,,,,,,,,,,异变的种子,,,,,,,另一侧的月,,樱点,蝶弹,,下避,十符,,东方导命树,导命树,大山唯,三珠钿目,藏人未见,莳野梦乃原,,,,毘沙门天,旋转河童,圣域,,天邪鬼,,绿色风暴,,,博爱的法兰西人偶,,,夜雾幻影杀人鬼,,夜雀之歌,,开运大纹,氢化日珥,开海,摩西之奇迹,,宇宙仪,想起,恐怖催眠术,,,,沉没之锚,彩光风铃,船底的维纳斯,蓝宝石喷射,雷矢,,,三千大千世界之主,,回音之庭,,天之诏琴,天琴,见越入道云,,,擦弹地狱火,因陀罗的金刚杵怪云拳,狂舞,,,众神的难摄之弹冠,,,圆形造形术,船上御柱摇曳弹,,圆管之狐,,月狂火炬传递,美丽的地狱弹幕夜行,生符,混沌之冬,,玩偶战争
米斯蒂娅·萝蕾拉,,,小碎骨,米斯琪,东方天空璋,天空璋,,,,,,珍奇的上海古牌,,,,,,第100次黑市,,,,,,,,,,,疑惑的萌芽,,,,,,,未知之花,,擦弹,炎弹,,侧避,终符,绯红恶魔,东方邪星章,邪星章,天宫清雨,三珠申田,几缟雪娘,枢纱依,,,,白楼剑,废神组,浅间净秽山,,狛犬,,水精灵,,,博爱的奥尔良人偶,奥尔良人偶,,个人空间,,午夜的合唱指挥,,因幡的白兔,彩光莲华掌,,召请建御名方神,,容易结果的极限火花,,二重黑死蝶,黑死蝶,,击沉之锚,,烈虹真拳,入道唰,寂静风暴,,,元兴寺的龙卷,大日如来的光辉,,,下克上送筝曲,大热唱琵琶,,忏悔的杀风,狱炎,擦弹的狱意,,韦驮天的王道威光,,狂乱天狗怖吓,,孤翼的梦鹭,圆形,,,御柱鱼雷,,天狐龙星之舞,,乾坤鸣动炮,仙猴神通,,弹幕的化石,,皇家烈焰
上白泽慧音,上白泽,慧音,白泽球,白泽,秘封噩梦日记,噩梦日记,,,,,,神魔讨绮传,,,,,,,,,,,,,,,,,含苞待放的凭依华,,,,,,,魅知之旅,,收点,水光弹,,诱导,道中符,生物赤红,东方伪神灵庙,伪神灵庙,燕羽玄兆,宇贺神稻狐,桐生伊利斯,乐冢魇音,,,,凤凰蛋,守矢组,大蛤蟆之池,,埴轮,,祖母绿巨石,,,红发的荷兰人偶,,,咲夜的世界,产灵,最初的金字塔,,风神一扇,燃素之雨,,八坂之神风,神风,杀人玩偶,,飞行虫之巢,飞行虫,溺符,,,星脉弹,深深沉没,白夜,,入鹿之雷,,释迦牟尼的五行山,,下克上安魂曲,下克上,愤怒的雷电拨浪鼓,,265厘米的魔人现身,,条纹状的深渊,,迦楼罗的圣德斩,,,后光,竹之迷宫,,,线形造形术,可燃性雨水,,食人昆虫,,扩散乾坤鸣动炮,刻耳柏洛斯之火,地符,幻想的遗骸,,樱花闪闪
因幡天为,因幡,天为,因幡帝,黑兔子,东方鬼形兽,鬼形兽,,,,,,灰姑娘的笼子,,广州有人射怪关我鸟事,,,,,疮痍曲,,,春之岸边,,,,,,,通往真相的枝叶,,,,,,,未知之花魅知之旅,,收点线,音符弹,,贴脸,收卡,冰雪花簇,,伪庙,天原那美,纣真藻,瓦伦丁,稚彩千绘歌,,,,凤凰卵,守矢,迷途之家,,座敷童子,,风灵的角笛,风灵角笛,,白垩的俄罗斯人偶,俄罗斯人偶,,铭刻于红魂,,短命的137,,风神少女,飞花落叶,,目处梃子乱舞,御柱,个人空间,,波与粒的界线,波粒,,沉底漩涡,,大鹏拳,金刚螺旋,寒冰熔解器,,天之磐舟,天舟,阿诣罗吠陀,,逆针击,,人琴俱亡,哀歌,八丈高的灵异柱,,,伪阿波罗,日出之国的僧侣和道士,,绝对秘神的后光,,催眠之舞,线形,,,贫乏神式原油泄漏污染,,洞穴蜂群,,稠密的隐形鬼,被诅咒的恶魔,月符,锦上的虚像,锦之上的虚像,绯红恶魔
铃仙·优昙华院·因幡,,,受兔,,东方刚欲异闻,刚欲异闻,,,,,,独一无二的投影,,,,,,,,,,,,,,,,,争奇斗艳的凭依华,,,,,,,卫星鸟船,,狼咆哮,休止符弹,,速攻,时符,蓝色季节,东方逆妙乱,逆妙乱,古灵灵,锷木幸子,饴之原望星,安倍氏清姬,,,比良坂真琴,楼观剑,勇帕露,九天瀑布,,天火人,,火神的光辉,火神光辉,,雾之伦敦人偶,,,灵魂雕塑,,GHQ的危机,,神经之毒,卫星向日葵,,,神之粥,铭刻于红魂,,户隐山之投,户隐山,港符,,,地龙天龙脚,豆粒大的针地狱,天穹破裂,投皿,物部氏的八十平瓮,,金刚手菩萨的咒文,逆符,,,乐谱之网,,被谜之女子囚禁的仲夏之夜,,阿波罗捏造说,,被韦驮天追逐的正梦,里夏,异常酷暑之焦土,,七夕星梦,,,偶像人马造形术,疫病神式天空挖掘机,,飞天蜈蚣,,鬼火大将军,越狱跟踪狂,,,石之女神,幻想乡的黄泉归
八意永琳,八意,永琳,师匠,,东方虹龙洞,虹龙洞,,,,,,日日是红日,,,,,,,,,,,,,,,,,飞舞飘散的凭依华吹雪,,,,,,,特洛伊群的密林,,獭咆哮,心弹,,速破,全避,黄色地心,东方夏夜祭,夏夜祭,魅明魔影,影面,安妮卡·A·T·B·冯·霍恩海姆,八俣夜刀,,,太田顺也,,古明地姐妹,风神之湖,,黄泉丑女,,慵懒三石塔,角笛,,轮回的西藏人偶,,,连续杀人玩偶,,三种神器,三神器,忧郁之毒,虹色太极拳,神谷,神灵之谷,神粥,夜雾幻影杀人鬼,,百万鬼夜行,百万鬼,,幽灵船永久停泊,幽灵船,彩光乱舞,鬼气狂澜,黑暗寂静,,火烧樱井寺,樱井寺大火,迦楼罗之翼,,镜中的邪恶,,幻想低音炮,,三千大千世界之主,,掌上的纯光,纯光,三轮的皿风暴,里秋,异常枯死之饿鬼,,噩梦背后,埴轮,,,热鬼挖掘击,,不断累积的矿山废石,,空前绝后大排长龙的黑市,纯灵弹,,不生不灭的石之女神,不生不灭,废弃车站下车之旅
蓬莱山辉夜,蓬莱山,辉夜,,,弹幕狂们的黑市,,,,,,,风神少女,,,,,,,,,,,,,,,,,,,,,,,,天鸟船神社,,鹰咆哮,箭弹,,开荒,开幕,不朽明月,东方雪莲华,雪莲华,梦璃夜天星,飞仓百百,藤原文祢,曲辻初名,,,春河萌,,觉恋组,守矢神社,,卓柏卡布拉,,金属疲劳,火神,,春之京都人偶,春之京人偶,,扫除,虚史,幻想乡传说,,幻想乡的开花,皇家钻戒,,御射山御狩神事,御射山,咲夜的世界,,蒙蒙迷雾,飞光虫,,悄然袭来的长勺,长勺,虹色太极拳,炼狱气息,月光墙,圣童女,大物忌正餐,,三轮的皿风暴,,,天地有用,星辰降落之歌,,大日如来的光辉,,杀意的百合,百合,太乙真火,里冬,异常降雪之雪人,,歪邪之火,,,鬼形造形术,极乐温泉地狱,,矿山爆破,,妖怪生物集群,无心纯灵弹,,鹿之灭族者,,遗失的高贵之力
藤原妹红,藤原,妹红,蘑菇碳,,东方兽王园,兽王园,,,,,,阿礼的孩子,,,,,,,,,,,,,,,,,,,,,,,,天鸟船神社的结界,,咆哮,光玉,,混关,闭幕,兽之冷硬,东方门殊钱,门殊钱,桃雨洛熙,荒神药子,天青坊知雨姬,水天宫皇女,,,银木犀,,母女组,间歇泉,,,,银龙,,,魔彩光的上海人偶,,,极近距离杀人鬼,,高天原,,花鸟风月,天女返,,葛井之清水,葛井清水,灵魂雕塑,,风神木叶隐身术,波与粒子的境界,,无上财宝,无上至宝,猛虎内劲,毁灭之咆哮,夜晚的妖精,,太阳神的供品,,太乙真火,,天下翻覆,,激摄天狗独家新闻,,释迦牟尼的五行山,,,原始的神灵界,破局的开门,里春,异常落花之魔术使,,充满怨恨的地狱之雨,,几何造物,,地狱火燃烧弹,,妖怪们的盾构法,,天马十字,亡羊的王国,,蛇国之民,,弃卡者
梅蒂欣·梅兰可莉,,,毒人偶,,东方锦上京,锦上京,,,,,,因夜失眠,,,,,,,,,,,,,,,,,,,,,,,,漂浮于宇宙之中的幻想乡,,季节解放,小阴阳玉,,打分,一开,神道之风,东方天华楼,天华楼,桃雨洛薰,祸原命庙,暗水早,武内垂神,,,,,正针组,秘天崖,,毛玉,,幻惑误导,幻惑,,上吊的蓬莱人偶,蓬莱人偶,,现世斩,,二重结界,,啸风弄月,交错的鳞片,,大和环面,茅环,银之跳跃,,天狗巨暴流,,宝塔,闪亮宝枪,宝枪,星脉地转弹,遗失的力量,星尘飓风,,十二阶之冠位,十二阶,破局的开门,逆弓,,天壤梦弓,全景拍照,,以100迈驰骋天际,,现代的神灵界,神灵界,磐舟土器封印,,吹拂樱花,春终,星际辐射,,造形恶魔,,扩散的地狱烈焰,,噬蛇者,,爆炸就是肌肉,爆炸就是肌肉,,佐塔克斯交流,,人间禁制之道
风见幽香,风见,幽香,,,,亲民船,,,,,,妖精灿烂的样子,,,,,,,,,,,,,,,,,,,,,,,,绿意盎然的疗养院,,主石,大阴阳玉,,推把,二开,,东方幻想杀,幻想杀,雾隐梨花,萨菈卡·桑坦捷,火月小百合,邪马台与桃姬,,,,,正针,伪天棚,,,,钟表的残骸,,骚符,,,,未来永劫斩,,二重大结界,,隔夜钱,修罗之血,,,天水,永恒的温柔,,鸟居旋风,,,正义之威光,威光,大鹏坠击拳,饿虎,广域流星,,日出之处的天子,,大火改新,,天壤梦弓的诏敕,,白丝瀑布,,老妇人的冲刺,,战栗的寒冷之星,冻星,日出之处的道士,,完美夏冰,夏终,月亮掉下来啦,,血之分水岭,,盗日之鸦,,噬龙者,,反叛蜂群,,,三角锥独眼,,余命无几许
小野塚小町,小野塚,小町,乳町,,,,,,,,,桑尼米尔克的红雾异变,,,,,,,,,,,,,,,,,,,,,,,,被牛引到善光寺,,副石,阴阳玉,,龙珠,三开,闪避布,东方幻梦笺,幻梦笺,夏青柳,祟德院天梦,见神铃鹿,野见埴得,,,,,梦月组,虹龙洞,,,幻幽,迷幻的杰克,,,骚灵现场演奏,,,冥想斩,散灵,,,彼岸归航,鸣动持国天,天龙,雨之源泉,,闪光跳弹,,春之京都人偶,,,无瑕佛法之独钴杵,独钴杵,彩光莲华掌,娜兹玲探宝棒,大三角,,豪族乱舞,,土器回转投,,变革空勇士,,咀嚼玩味,,高速路涡轮空中转向,,纯粹的疯狂,纯粹的狂气,掌上的天道,,疯狂秋风,秋终,战栗的寒冷噩梦,,狱界视线,,岩浆瀑布,,蛊毒的美食家,,四分五裂痛苦挣扎之虫的怨念,,,古老的光明会,,雷云棘鱼
四季映姬·夜摩仙那度,,,四季,,东方求闻史纪,求闻史纪,,,,,,雪月樱花之国,,,,,,,,,,,,,,,,,,,,,,,,阿加尔塔之风,,机师,菱弹,,爆分,四开,替身地藏,东方龙隐谈,龙隐谈,娅米,远音莉可,僧正子,无名的拉莱耶妖精,,,,,梦月,圣辇船,,,,世界,,伪弦,伪斯特拉迪瓦里,,,迷津慈航斩,,封魔阵,,彷徨的大罪,仿若涅槃寂静,,信仰之山,麻将山,咲夜特制秒表,,稻草人偶神风,,,完全净化,转转棒,飞花落叶,焦土曼荼罗,星光雨,,,斑鸠寺的天球仪,星龙弓,,小人的荆棘路,,华严枪,,涡轮老太婆走死走爱,,溢出的瑕秽,狂气,劝善惩恶古之良典,,极端寒冬,冬终,迷幻曼陀罗,,全灵鬼渡,,醒来吧葬于此地的幽灵们,,虫姬殿下的闪耀忙乱的日常,,弹币过剩,,,化学尾迹云,,全人类的绯想天
秋静叶,,静叶,,,东方幻存神签,幻存神签,,,,,,妖怪宇宙旅行,,,,,,,,,,,,,,,,,,,,,,,,伊奘诺物质,,机签,消弹,,吃黄,五开,提灯,东方觉醒珠,觉醒珠,夜雨刃,八重咲杏,星蛇月子,琉璃,,,,,二童子,命莲寺,,,,杀人玩偶,,管灵,灵之克里福德,,,幽明的苦轮,,,八方鬼缚阵,最终审判,橙,,风神之神德,神德,吾刃回归,,回归虚无,,,极乐的紫色云路,紫云,极彩沛雨,淘金潮,红星,,圣德太子的欧帕兹,,日出之处的道士,,变得更大吧,,足不出户的狗仔队,,因陀罗的金刚杵,,地上秽的纯化,纯化,引导着你的王道的金刚杵射击,,强力助威,,极具威严的纯光,劲疾技,惊险射击,,幽灵们啊回归自己应属之地,,,,超级绿色螺旋,,,爬虫人智能,,
秋穰子,,穰子,,,东方求闻口授,求闻口授,,,,,,绵月的符卡,,,,,,,,,,,,,,,,,,,,,,,,收集日本各地的不可思议,,机体,曲线激光,,吃白,六开,折叠伞,东方潮圣书,潮圣书,暗华美夜香,河城见取,黑冢赤实,长光切,,,,,尬舞组,梦殿大祀庙,,,,永恒的温柔,,键灵,贝森朵夫神奏,,,幽明求闻持聪明之法,,八方龙杀阵,,,众生无情之声,,如水眼之美丽源泉,,尖锐之银360度,,水银之毒,,,魔法之蝶,魔法蝶,地狱的人造太阳,黄金的震眩,致命闪光,,神灵大宇宙,,掌上的天道,,辉针剑,,瞬摄新闻工作者,,圣白莲,纯符,纯粹的弹幕地狱,,光辉风水披风,,疯狂的背景舞,,噩梦中的切实杀人用弹幕,,闪电嘶鸣,,视野辽阔的旧地狱,,,,黑市万花筒,,,地平论者,,飞翔于天空的不可思议的巫女
键山雏,,,转转,厄神,,求闻,,,,,,可爱的大战争叠奏曲,,,,,,,,,,,,,,,,,,,,,,,,二人不值一提的博物志,,续关,,,小缝,一开幕,,东方实在相,实在相,莉帕斯·缇米蒂丝·白雪,不破见舞子,龙子,船魄彷兰,,,,,尬舞姐妹,春之云,,,神罚,年幼的恶魔之王,,,冥河边缘,,,二重的苦轮,,二重弹幕结界,,,全世界噩梦,,结于杉木之古缘,,狡猾的献祭,,水精公主,,,魔法银河系,香蕉船,自动托卡马克装置,消熔的纯白,交叉反射,,救世之光,狗眼光,劝善惩恶古之良典,,你给我变大吧,,广域极限火花,,大追踪僧侣骑士,,取而代之的蝴蝶,,引导着你的梦王道的威光,,双目台风,,摩多罗悦乐,,浓云,,算法幻影,,,,正规的弹幕市场,,,人工灾害,,深层生态炸弹
河城荷取,河城,荷取,河童,河童重工,东方人妖名鉴,人妖名鉴,,,,,,魔法使的忧郁,,,,,,,,,,,,,,,,,,,,,,,,令人不眠之瞳,,子机,,,钻缝,二开幕,,东方光条阁,光条阁,莉帕斯,八方步,孙月孛,泷夜叉髑髅,,,,,净秽组,月虹市场,,,,千根针的针山,针山,大合葬,灵车大协奏曲怪,灵车大协奏曲,,心眼迷想斩,,博丽弹幕结界,,,穿隧效应,,神所踏足之御神渡,,小小军势,,贤者之石,,,魔神复诵,魔神,核热护罩,怨灵城,黄色偏移,,无忤为宗,十七条,承诏必慎,,,进击的小人,时停者咲夜,,三轮的皿风暴,,梦幻快车,,河底大战争,,逆向呼神者,,背面的邪炎,,兽性感染,,鲁莽的子弹,,,,黑市的密歇根卷,,,新世界秩序,,假想时轴
犬走椛,犬走,,狗椛,,,,,,,,,妖精冒险谭,,,,,,,,,,,,,,,,,,,,,,,,比普朗克更短的须臾,,判定点,,,钻小缝,三开幕,,东方魔晶精,魔晶精,缇米蒂丝,加尔穆,文殊院善罪,梅露·阿库娅珀莉,,,,,净秽,辉针城,,,,吸血鬼幻想,吸幻,饿王剑,饿鬼十王的报应,饿鬼十王,,业风神闪斩,,小行星带,,,嗜血魔方阵,,二拜二拍一拜,,上海人偶,,延展手臂,,超人,圣白莲,,百万耀斑,红巨星,花开无声,,星辰降落神灵庙,星降,圣德的威望,,一寸之壁,,冥府光芒一闪,,太乙真火,,爬行的子弹,,水泡弹假面舞会,,背叛的后方射击,,绝对秘神的后光,,三角追击,,刻耳柏洛斯割草机,,,,,,,鞑靼利亚狂想曲,,旅鼠的盛装游行
东风谷早苗,东风谷,早苗,苗苗,苗爷,东方三月精,三月精,,,,,,两方世界,,,,,,,,,,,,,,,,,,,,,,,,薛定谔的怪猫,,体术,,,神小缝,四开幕,,东方水晶宫,水晶宫,白雪,芦川真鱼,右门金阁,平景清眼,,,,,草根妖怪网络,太阳花田,,,,绯红之主,红专,狱神剑,业风神闪斩,二百由旬之一闪,,西行春风斩,,,星尘幻想,,膨胀空间,,手长足长大人,,回归虚无,,河童之河口浪潮,,,传说的飞空圆盘,飞钵,恒星,尸体繁华街,满月之夜,,新生的神灵,,无限条光芒,,七个一寸法师,一寸法师,缠蛇上吧,,破局的开门,,逢魔之刻,,超我,,弹幕的玉茧,,秘神的暗跃弹幕,,黑色天马流星弹,,掌中的破坏者,,,,,,,巧克力河,,皇家钻戒
八坂神奈子,八坂,神奈子,神妈,,东方茨歌仙,茨歌仙,,,,,,神域的捉迷藏生活,,,,,,,,,,,,,,,,,,,,,,,,禁忌的膜壁,,延迟,,,硬扭,五开幕,,东方海惠堂,海惠堂,妙严宫雪华,尼勒丝·艾斯莱特,左门银阁,天岐宫德子,,,,,草根妖怪,无名之丘,,,,红色的幻想乡,,修罗剑,现世妄执,,,狡猾的献祭,,黑洞边缘,,,吸血鬼之夜,,洩矢的铁轮,,玩偶战争,,粼粼水底之心伤,,,大颗的泪雨,,缓行的太阳,巨星陨落,三重光芒,,轨道不明的鬼火,,河底大战争,,风暴的合奏,,机枪火花,,到死还是少一盘,,邪秽在身,,本我的解放,,秽那之火,,神秘的玉茧,,肌肉爆破,,变革世界的黑水,,,,,,,安哥鲁莫亚王,,六根清净斩
洩矢诹访子,洩矢,诹访子,青蛙子,,东方铃奈庵,铃奈庵,,,,,,识文解意的爱书人,,,,,,,,,,,,,,,,,,,,,,,,"燕石博物志所带来的黑暗	",,射击,,,横拉,六开幕,,东方梦终剧,梦终剧,墨樱初月,水无月·四目·拉维亚塔,艾吉永·吉芙坦泽尔,天岐宫显子,,,,,三妖精,幻草原,,,,沉静的月神,,人神剑,俗谛常住,,,回归虚无,,,非定向激光,,完美女仆,,厌川的翡翠,,蓬莱人偶,,怨灵猫乱步,猫步,,台风骤雨,小江山岚,高压光刃,猫的乱步,寂静之月,,姿态不明的空鱼,,夏天的塑料瓶火箭,,净琉璃世界,,调换魔法,,自暴自弃的阿菊,,阿波罗反射镜,,先祖大人在看着你,,后户的狂言,狂言,血腥浩劫,,莫慌跟上我,,简陋粗暴的蒸馏装置,,,,,,,,,千年吸血鬼
永江衣玖,永江,衣玖,,,东方醉蝶华,醉蝶华,,,,,,宵暗的魔术师,,,,,,,,,,,,,,,,,,,,,,,,旧世界的冒险酒馆,,决死,,,硬猴,一闭幕,,东方时封城,时封城,蚀神星罗,十二外干支,蓟根彩梦,六地藏千鹤,,,,,三月精,残雪之道,,,,皇家烈焰,,天神剑,三魂七魄,天人之五衰,,小小军势,恋风,星光台风,,,蕾米莉亚潜行者,蛙狩,蛙以口鸣方致蛇祸,,探索人偶,,怨灵凭依妖精,,,唐伞惊吓闪光,,十凶星,北斗星辰,凿壁偷光,,原理不明的妖怪玉,,三平战机,,暴乱宫太鼓,,地狱极乐胡乱斩,,从晦暗的古井底,,用于逼死瓮中鼠的单纯弹幕,,蔷薇狂想曲怪云拳,,摩多罗苦谛,苦谛,十七条的超人,,鬼形的乌合之众,,不应存在于此世的暴食,,,,,,,,,反魂蝶
比那名居天子,比那名居,天子,,,东方智灵奇传,智灵奇传,,,,,,梦幻回廊,,,,,,,,,,,,,,,,,,,,,,,,宿醉者的同床异梦,,通过率,,,无雷无敌,二闭幕,,东方落流星,落流星,荼靡结音,小金井无夜,旧遥翠川,龙灯神火,,,,,不人气姐妹,春之小径,,,,贤者之石,,六道剑,一念无量劫,,,玩偶战争,,二重火花,,,通向黄泉的诱蛾灯,,七石七木,,荷兰人偶,,食人怨灵,,,平安时代的黑云,,核焰喷涌,没我之爱,静默旋风,,灵长类弹幕变化,,超我,,怨灵绫鼓,,绿蛇上吧,,日出之处的道士,,地狱的非理想弹幕,,分福热水浴,,七星之剑,,超人血刀,,鬼畜生之所为,,盖亚的血液,,,,,,,,,拉普拉斯之魔
琪斯美,,,小桶,,东方儚月抄,儚月抄,,,,,,蓬莱传说,,,,,,,,,,,,,,,,,,,,,,,,七石之狼登天吞云,,蓄力,,,黑条,三闭幕,,东方稀潜群,稀潜群,万光绘照,鹰海婴命,鹭森苍海,绵摘灵妃,,,,,秋之夹击,夜樱怪道,,,,蔓越莓陷阱,,,亡我乡自尽,自尽,,上海人偶,,,地球光,,大师的密传,,小小青蛙不输风雨,,未来文乐,,,旧地狱的针山,,愤怒的红色UFO袭来,,八咫乌俯冲,脑指纹测谎法,日光芒针,,肉食类弹幕变化,,本我的解放,,午夜零时的三振,,犯规结界,,掌上的天道,,落向地狱的雨,,百鬼妖界之门,,无纽带的艺人,,十七条浩劫,,,,被诅咒之血的追忆,,,,,,,,,三步坏废
黑谷山女,黑谷,山女,,,,,,,,,,人偶森林,,,,,,,,,,,,,,,,,,,,,,,,日出七夕坂,,冰冻,,,蓝条,四闭幕,,东方花逐夜,花逐夜,雪珂,白金延寿,明阳炎,绵摘鱼李,,,,,,妖怪狸森林,,,,莱瓦汀,,亡舞,生者必灭之理,,,蓬莱人偶,,射月,击月,,凤蝶纹的死枪,,宝永四年的赤蛙,,绊线,,古时之针与痛楚的怨灵,针山,,鵺的蛇行表演,蛇行表演,核反应失控疾冲,DNA的瑕疵,激光折射,,羽鸟类弹幕变化,,先祖大人在看着你,,轻敲大地,,杜鹃不啼则待之泣,,劝善惩恶古之良典,,月狂冲击,,二岩家的制裁,,背面的暗黑猿乐,,血腥十七条的光芒,,,,刚欲兽神饕餮的晚餐,,,,,,,,,疯狂爆破
水桥帕露西,水桥,帕露西,,,东方香霖堂,香霖堂,,,,,,"空中飞翔的巫女不可思议的每天	",,,,,,,,,,,,,,,,,,,,,,,,不等式的廷克·贝尔,,冰冻面积,,,红条,五闭幕,,东方百花宴,百花宴,晶耀泛纱,光平向日葵,鸣上光,瀑布河早濑,,,,,,中有之道,,,,四重存在,,华灵,蝶妄想,,,狡猾的吟颂者,,超究极火花,,,八千万块护摩,,诹访大战,人品大战,自杀小分队,,小恶灵复活,,,哀愁的蓝色UFO袭来,,地底太阳,羞于留影的蔷薇,太阳爆发,,两栖类弹幕变化,,带刺的蔷薇园,,雷电拨浪鼓,,小人的地狱,,特别让你两边都选,,用于杀人的纯粹弹幕,,叶叶烨烨,,安那其弹幕地狱,,超人浩劫行脚,,,,肚子空空的贪婪怪兽,,,,,,,,,天狗报当日截稿
星熊勇仪,星熊,勇仪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梦幻能,,红红蓝,,,版底,六闭幕,,东方求霖忍,求霖忍,克拉丽贝尔·路易莎,泉野偲,绵月伍姬,边川丰水,,,,,,赛之河原,,,,笼中鸟,,,埋骨于弘川,埋骨,,玩偶十字军,,,幻视调律,,醉人之生,祟符,御社宫司大人,洩矢大人,交错的士兵,,火焰的车轮,,,弹幕奇美拉,,十亿耀斑,胎儿之梦,神秘光束,,鸟兽戏画,,弗洛伊德学说,,交替打击法,,信仰之针,,神秘披风,,三位一体论狂想曲,,梦见心地,,,,蝴蝶风暴阎魔笏,,,,温泉游客的放松背影,,,,,,,,,生魂流离的镰刀
古明地觉,古明地,,小五,,东方紫香花,紫香花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,独自一人的常陆行路,,绿绿蓝,,,版中,六开幕死路一条,,东方妖精乡,妖精乡,雾凛凉纪,十字原朱器,席昂·菲莉普斯,鳄鸟海美容,,,,,,三途河,,,,恋之迷宫,,,完全墨染的樱花,墨染樱,自尽,惨虐之光,,狂视调律,,,飞翔役小角,,,,没有灵魂的民间舞,核热,核反应失控,,,忠义的绿色UFO袭来,,深渊新星,朦胧记忆中的金阁寺,射向幼月,,狸猫的变身学校,,狭隘的天真,,高速和太鼓火箭,,人类真好啊,,大怪人的动脉与静脉,,最初与最后的无名弹幕,,愤怒的忌狼之面,,,,御社宫司柱,,,,太古之时失散的背影,,,,,,,,,五爪龙之珠
火焰猫燐,火焰猫,,阿燐,猫车,东方外来韦编,外来韦编,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毕竟不单夜晚有鬼怪,,蓝蓝红,,,版顶,魔法书,,东方恋觉想,恋觉想,爱赫娜特恩·凝心,水绳城万龟,一枝,恩克,,,,,,畜生界,,,,星虹破碎,,,反魂蝶,八分咲,,圣爱尔摩火柱,,生神停止,,,死蝶浮月,,,,圣爱尔摩火柱,爆符,千兆耀斑,,,真相不明的黑暗,,破碎日珥,蔷薇地狱,试验用使魔,,野生的离岛,,分福热水浴,,雷神之怒,,杀鬼刺双目之针,,世纪的怪人红披风蓝披风,,,,喜怒哀乐附体,,,,死蝶御柱,,,,罪人们的血腥背影,,,,,,,,,气焰万丈之剑
灵乌路空,灵乌路,,阿空,,东方文果真报,文果真报,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蓝蓝绿,,,停枪,魔法阵,,东方泡台风,泡台风,梦行远游,苇名镜海,远堂丰海,蕾切尔·米开朗基罗,,,,,,灵长园,,,,折反射,,,青鬼赤鬼,,,皇家烈焰,,真实之月,,,月的钛铁矿,,,,诺亚的大洪水,焰星,十凶星,,,恐怖的虹色UFO袭来,,热木星降落模型,勇气凛凛之剑,大坍缩,,野生绒毯,野生地毯,百鬼妖界之门,,蓝色佳人秀,,上升御柱,,血色披风,,,,杞人忧地,,,,御社宫司大人的是非,,,,被秘匿的时空幻想之旅,,,,,,,,,遗忘之祭仪
